"","x"
"521","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"522","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"523","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"524","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"525","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"526","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"527","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"528","RT @gracehwang1970: #ASF, 아프리카 돼지열병, 피로 물든 임진강 상류 지류, 돼지살처분...아.. 이 모든게 #심장떨린다. 어제는 강원도 #인제 군부대에서 원인을 알수없는 #폭팔사고 로 국군 간부 4명이 팔다리를 잃고 중상. #하…"
"529","RT @yeokbo: 돼지열병에 신음하는데..""대박 났다"" 환호한 사람들 | 한겨레 https://t.co/PByhud3rhX
&gt; (주식) 테마 시장에 금기란 없었다. 돈이 된다 싶으면 재앙과 불행도 어김없이 테마로 빨아들였다. 천재지변이든 사회적…"
"530","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"531","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"532","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"533","RT @yonhaptweet: 살처분 서두르다 수만 마리 돼지 사체 핏물 임진강 오염
https://t.co/NtLuz6Bw2Y

경기도 연천에서 아프리카돼지열병(ASF) 확산을 막기 위해 살처분한 돼지 수만 마리를 제대로 처리하지 못한 채 쌓아뒀다…"
"534","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"535","RT @IGOTRYTHMCHANGE: JTBC뉴스 경기도 돼지열병 살처분
돼지가 댓가를 흘러서 강으로 흐를 위험

돼지시체 실은 트럭들 처리할 데없어 댜기 핏물 바닥에 뚝뚝

얼마전 경기지사가 공매도해서 다 살처분하겠다고 이총리에게 제안했다고 숟가락…"
"536","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"537","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"538","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"539","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"540","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"541","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"542","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"543","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"544","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"545","[동물권행동 카라] 아프리카 돼지열병에 대한 진실 - 야호펫 https://t.co/WwHvqJphpR"
"546","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"547","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"548","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"549","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"550","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"551","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"552","RT @gracehwang1970: ""한번도 경험해보지못한 대한민국""을 무능한 #문재인 이 달성하는 중이다. #아프리카돼지열병 #ASF 은 중국과 북한에서 #문재인 에게 안겨준 골칫덩어리이다. 임진강 지류마져 뻘건피로 물들게하는 재앙. 저 돼지피와…"
"553","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"554","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"555","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"556","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"557","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"558","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"559","RT @gracehwang1970: #ASF, 아프리카 돼지열병, 피로 물든 임진강 상류 지류, 돼지살처분...아.. 이 모든게 #심장떨린다. 어제는 강원도 #인제 군부대에서 원인을 알수없는 #폭팔사고 로 국군 간부 4명이 팔다리를 잃고 중상. #하…"
"560","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"561","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"562","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"563","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"564","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"565","RT @IGOTRYTHMCHANGE: JTBC뉴스 경기도 돼지열병 살처분
돼지가 댓가를 흘러서 강으로 흐를 위험

돼지시체 실은 트럭들 처리할 데없어 댜기 핏물 바닥에 뚝뚝

얼마전 경기지사가 공매도해서 다 살처분하겠다고 이총리에게 제안했다고 숟가락…"
"566","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"567","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"568","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"569","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"570","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"571","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"572","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"573","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"574","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"575","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"576","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"577","RT @g3hEtTpeeH59jB7: 돼지열병 차단하려 잡은 야생멧돼지 70%가 식용으로 자가소비하고 있다고 합니다. 
ASF 확산방지를 위해 엽사분들과 시민여러분의 도움이 절실히 필요합니다. 
정부 및 지자체의 노력을 헛되지 않게 도와주십시요!!!…"
"578","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"579","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"580","RT @g3hEtTpeeH59jB7: 돼지열병 차단하려 잡은 야생멧돼지 70%가 식용으로 자가소비하고 있다고 합니다. 
ASF 확산방지를 위해 엽사분들과 시민여러분의 도움이 절실히 필요합니다. 
정부 및 지자체의 노력을 헛되지 않게 도와주십시요!!!…"
"581","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"582","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"583","RT @gracehwang1970: #ASF, 아프리카 돼지열병, 피로 물든 임진강 상류 지류, 돼지살처분...아.. 이 모든게 #심장떨린다. 어제는 강원도 #인제 군부대에서 원인을 알수없는 #폭팔사고 로 국군 간부 4명이 팔다리를 잃고 중상. #하…"
"584","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"585","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"586","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"587","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"588","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"589","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"590","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"591","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"592","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"593","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"594","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"595","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"596","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"597","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"598","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"599","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"600","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"601","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"602","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"603","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"604","@DANGOM_AFTER 퍼지면....잘못하면 우리나라까지 올걸?
돼지열병도 중국에서 우리나라까지 왔던걸로 아니까"
"605","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"606","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"607","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"608","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"609","RT @minjung_dal: 아프리카돼지열병 차단, 태풍 ‘타파’ 대비, 일본수출규제 피해 최소화, 유엔총회에서 있을 ‘평화’를 위한 발걸음.....

정부가 해야 할 일은 또박또박 해 나가겠습니다."
"610","RT @minjung_dal: 경기 파주 의심농가 2곳 아프리카돼지열병 음성 판정 | 다음뉴스 https://t.co/2FhQL51kE1"
"611","[동물권행동 카라] 아프리카 돼지열병에 대한 진실 #농장동물 #핫이슈 #동물정책  -&gt; 자세히보기https://t.co/tkPyz2Vny5 https://t.co/JzzJRXQVGa"
"612","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"613","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"614","RT @minjung_dal: [속보] 충남 홍성 아프리카돼지열병 의심 신고 '음성' 판정 https://t.co/K3YDvflGAm"
"615","RT @damby2: @thundel 칠레인가?거기는 50원 인상됐다고 난리가 났는데.경기도민들 착하네.이재명 도지사되고 한일이라고 자기광고하는데 수백억쓰고 도민한테 관사 뺏어서 수억들여 초호화관사 만든거뿐인데.고양난방수사고 아프리카돼지열병 버스비인…"
"616","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"617","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"618","중국에서 흑사병이 발생했다니;; 그거 사람대 사람으로 비말로도 전파되는 질병이라 확 퍼지면 돼지열병 저리가라일텐데... 통제는 잘되고 있는건가?"
"619","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"620","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"621","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"622","@cocoa3544 맞아요 ㅠㅠㅠㅠ 돼지열병부터 흑사병까지 무섭네요 증말..."
"623","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"624","RT @g3hEtTpeeH59jB7: 돼지열병 차단하려 잡은 야생멧돼지 70%가 식용으로 자가소비하고 있다고 합니다. 
ASF 확산방지를 위해 엽사분들과 시민여러분의 도움이 절실히 필요합니다. 
정부 및 지자체의 노력을 헛되지 않게 도와주십시요!!!…"
"625","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"626","RT @fischer70: 아프리카 돼지열병이 전세계 돼지의 1/4를 없앴는데, 부작용으로 헤파린(혈액 항응고제)이 상당 기간 부족할 수 있다고. https://t.co/StWx30ABHk"
"627","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"628","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"629","아니 중국 베이징에 뭐라고...??? 돼지열병 겨우 막았더니ㅇㅁㅇ"
"630","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"631","11월 13일(수) 2부 방송(19:05~19:50)

홍남기 부총리 “내년 성장률 2.3% 이상”/돼지열병 침출수 유출 등｜김민하 기자
[스페셜 대담] 文 임기 반환점 평가: 외교·안보｜홍현익 연구실장 https://t.co/xVlKNCgD4s"
"632","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"633","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"634","RT @ggholic: 9월 27일부터 11월 24일까지 진행 예정이었던
&lt;2019 경기세계도자비엔날레&gt;는
아프리카돼지열병으로 인해 취소되었습니다.

본 행사에 많은 관심과 성원을 보내주신
여러분께 진심으로 사과의 말씀을 드립니다.

☎환불 문의처…"
"635","RT @thisisashouting: 돼지열병에 신음하는데…“대박 났다” 환호한 사람들 https://t.co/lgyUD06Zgp
""돼지열병으로 돼지가 죽고 농가가 휘청거릴 때 축산 대기업은 주가 상승의 혜택을 보는 현상은 이 세계가 허락한 정상 시…"
"636","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
